,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5
min,0.00017167026782480477,0.00015311724366160915,5.747327647096611e-05,0.00011068108407961227,2.468405630223775e-06
mind,0.0005694139244458597,0.0006227740735523857,0.0003763983026995903,0.00036124050243809523,0.0006937577119389535
mini,6.508989190539328e-05,9.95259627729314e-05,0.00035155095314632945,0.00011918658225521763,0.00015774130082866068
minimal,0.00027372429084213844,0.00010366255513046915,2.3569393058979964e-05,6.557241099839465e-05,0.0002604958504756078
minor,0.0004913257876778498,0.0001828088186597897,0.0001945831607521049,0.00025046204602940806,0.0003020816154255714
minute,0.00028008806080156767,0.00029090107058298703,6.19404227368495e-05,0.0005154726604412887,0.00018502711975855842
minutes,0.0018806493990072772,0.001272557753214682,0.0010605366312941204,0.0018274475149734147,0.0008015620055451814
mirror,0.0007905264479626024,0.001004529766518011,2.0372353466329626e-06,1.6942370998498474e-06,2.4228167299290024e-06
mirrors,0.00012789992750976046,0.0008826873728504003,2.0346694387394865e-06,1.6982692353666507e-06,0.00031522808842528475
missing,0.00011193484121812451,0.0002806720111671185,9.826116845781797e-05,0.00017512052350473226,2.465383939649164e-06
mistake,9.810016693225418e-05,0.0002136962976849859,2.16942210352541e-06,0.00015666374044408452,0.00015352883439724203
mitt,2.0778993656404795e-06,1.2634340136535104e-06,2.0319233713770094e-06,1.6915626750812712e-06,0.0028310214964773974
mitts,2.0570815105752262e-06,1.2640229469891796e-06,2.0333422343168125e-06,1.6926867977172994e-06,0.0009972026935593016
mix,0.0001792042023945567,1.29522770922528e-06,7.638708997038761e-05,0.00017832734797317817,0.0003673138943684697
mobil,2.046225034349879e-06,1.2632426300213354e-06,2.0339525976639356e-06,0.001446598243545401,2.3985133890408263e-06
mode,2.0532184424344426e-06,1.2761187011108014e-06,0.0012413046790981548,1.7067241686721203e-06,2.4075637081474537e-06
model,4.361458898350737e-05,0.0002881937324981231,0.0013339651628688578,0.0015260959505432933,4.998209696221295e-05
models,2.0520839131346374e-06,0.0002031785915784961,0.0003901677646523123,0.00040568085784109124,2.4335676054320283e-06
modern,0.00010998991373693706,3.3203433850008484e-05,0.00024194729172269389,0.00019398484466177294,2.5212076542635222e-06
moisture,2.0895048479822274e-06,1.3023152612023617e-06,5.1276089698643466e-05,0.0002044373243262067,0.0006633868549816799
money,0.0009928330864079132,0.001560905418383646,0.0007977677903384473,0.002525103330596439,0.0009029756373657432
monitor,2.0473634232014495e-06,1.2707341909762297e-06,0.0007638145048562431,1.719263285073017e-06,2.457420813633312e-06
month,0.0007824512990271122,0.00028671098607113785,0.000694453401384076,0.0006540125363667015,9.961955068005357e-05
months,0.0017697746758845517,0.0006924632077544292,0.0008674050601720881,0.002694395784296147,0.00038354418241668905
morning,0.00016820107672057332,1.325436491684668e-06,0.00032452132395872934,0.00029007101159352376,0.000240508727918761
mothers,0.0027668513068022363,1.2649817288538202e-06,2.0393906174786753e-06,1.6973548678444075e-06,0.0005131420416410851
motion,0.00010150388510420437,0.0001906384481316575,2.571514425521328e-05,1.9245251498342774e-05,0.00020463552188415926
motor,2.0729656004479513e-06,1.2872057205472976e-06,0.0005250663291361584,0.0013241017604386758,2.4367476013297534e-06
motorcycle,2.0972544009732984e-06,0.000607217928505642,0.002816391262011718,0.00042665273437709545,0.0005380616564510339
motorcycles,2.1221044855041414e-06,1.285422694797573e-06,0.0009410523686616142,0.0002409451071301476,0.00010111978270317718
motorhome,2.4968777768319928e-05,0.0003468382591195293,6.86437764392644e-05,1.7556174963700197e-06,0.00011583753798772484
mount,2.049804943230993e-06,0.0019514353908845169,0.000531785386174501,1.7051710901911016e-06,2.4085002999981786e-06
mounted,2.0599712313273656e-06,0.001119277424485623,0.0007689449847659106,3.0779178883313826e-05,2.415324343745456e-06
mounting,2.0485975819635167e-06,0.001604134643558182,2.0851982304473855e-06,5.3635590429636115e-05,2.4079702397379836e-06
mounts,2.07197491447327e-06,0.00040687274849144994,2.0796780569634413e-06,3.339376155821134e-05,2.4499974025579427e-06
moved,7.951270751433467e-05,0.0001393020437963836,0.00011414735410534699,0.00016252317249252306,6.822510673227469e-05
movement,2.0618622197096234e-06,0.00031486863875310807,2.0559137730124166e-06,1.7116667201379332e-06,6.625591200530123e-05
moving,6.537255513358287e-05,0.00040000147734917476,0.00021020641564061687,0.00016438712628139205,0.0003728983198726279
mower,2.0541998409849795e-06,1.2774840675387453e-06,0.0016984125142757932,1.7174322533044104e-06,2.4152749609224453e-06
mpg,2.045701702314196e-06,1.267289308478249e-06,2.0634916823594256e-06,0.001252222901472174,2.3996838855276176e-06
mud,9.764834675969242e-05,1.3012582160370407e-06,2.0412814747821237e-06,1.715225656217827e-06,0.0009809288948407148
multiple,0.00030661301953068746,7.404404420481135e-05,0.0009597228060064382,0.00020005516138720092,0.000409164501431068
nasty,3.8851605929776546e-05,4.929843931963261e-05,1.2550834679266954e-05,9.80357723069419e-05,0.0004501348537404958
natural,0.0003284576788939387,3.2290002675690044e-05,2.0604433084023506e-06,2.126115728234926e-05,0.0003001926466688864
near,0.00015879687429245682,0.0004949115780472505,0.000599516083397825,0.00017539957682012505,0.0003394057051154558
nearly,0.0004697791449766921,0.00046991366849047237,0.00013058498454452224,0.0004645091095330634,0.00029736939173435824
neat,2.066882168152127e-06,0.00017414404025845897,0.0002007480623286565,1.745108602604413e-06,0.0001827914249737617
necessary,0.00031206421146558834,0.0003732363249173576,0.00041694352603729654,0.00023435362595964737,0.000354702796078088
neck,2.060468351978217e-06,0.00022959456688140937,4.819880621343895e-05,4.678172034157466e-05,0.00012173561256954764
need,0.00373113888920841,0.005331457498757199,0.00666694417420325,0.003836348240482559,0.0045840998305590125
needed,0.00079040620623872,0.002943257164464386,0.002491455349633695,0.0016008561177373371,0.0009932108934203748
needing,3.863476749322483e-05,0.0001689103086070317,0.00013752453600443792,0.00014949169453368615,9.878440827138031e-05
needs,0.0006432672348581744,0.0006812369314411791,0.001572416001677605,0.0007042251560389783,0.000935771634826835
negative,0.00012115430321693558,0.00019289898200596455,0.0006742261486206943,0.000252879924491911,0.00038719174300594046
net,2.0619846877421948e-06,0.0003376492003242871,2.0483675913529913e-06,5.8483547103911846e-05,2.422093368816247e-06
new,0.007143018803104571,0.002330311008871979,0.0015645660948159557,0.005751788726526977,0.0016381751284055839
newer,0.0002151060032436837,0.00014577973173778182,0.00018298171565851677,0.0005632686436608993,2.433598935140687e-06
nice,0.004671909925722684,0.006479257497707299,0.0028628052087508204,0.0011554294719861294,0.004044461541037751
nicely,0.0004635003366246562,0.0010557502200290515,0.00016967556587795256,0.0001981311581278437,0.0005791834321607
nicer,6.240218218881027e-05,0.0003031934627122439,2.05804901599152e-06,8.508122136188716e-05,9.120199108108228e-05
night,0.00030263744935428867,0.0017721077163500344,0.00037937966038444814,1.7367446581134336e-06,2.444398282586091e-06
nissan,5.991079808119614e-05,0.0001641511801816475,2.0432981699873893e-06,0.0005639375419790769,2.438105689175526e-06
noise,2.0583486931344036e-06,0.00042574900957747174,0.0004421563504683027,0.0009202553744526841,0.0003468512345299406
normal,0.0002634570008166021,0.0003869654315199658,0.000299697071459333,0.0006107178649542608,0.0005174680964115295
normally,0.000327161163675636,4.836814308742084e-05,0.00024103192231183872,0.00024405224376115005,0.00048824646169098347
note,0.0004649142829893944,0.0004399616084821549,0.0006956241359743481,0.0004451257163666394,0.00021215761383323178
noted,8.146632536529606e-05,0.00020445691006708226,8.512868207062733e-05,6.368910550088539e-05,0.000140663542123228
notice,0.0004266081820045291,0.0003726625609101458,0.00025302750637870043,0.0009100749614210068,0.0002714705079266978
noticeable,0.0004891824788868361,0.00018428161794307934,2.089227736445289e-06,0.00040191274283099776,2.457200193569302e-06
noticed,0.0008653439549357061,0.0002600630247117702,0.00030441101344500854,0.0015949358466009471,0.0003172203984246626
nozzle,2.078629795479774e-06,0.00020009818602770096,2.171468720131286e-06,1.7200903512669493e-06,0.0014226029094766323
number,0.0003010796667073782,0.00019190296255629653,0.0004176116043156417,0.0010012918895500613,0.0001864434298050183
numbers,2.0874458027356147e-06,0.00015026610450440386,0.00020279522283844206,0.0002774473365066959,2.400098146609928e-06
numerous,0.00028297690717542066,3.420283220964288e-05,3.908556347072927e-05,0.0002100079589200294,2.4952392544390563e-06
nut,0.00012773590076805313,0.0005180647693997985,6.074681669942384e-05,0.0006022593585953189,2.484579016335257e-06
nuts,2.7907636019242192e-05,0.000701524030054404,2.0568841814125553e-06,1.7125439402838995e-06,0.00018896487444515137
nxt,0.0008507499155151495,1.2631667026602011e-06,2.031758365565683e-06,1.6902177053786564e-06,2.401281105648024e-06
obdii,2.0451489416075302e-06,1.2649646389800902e-06,0.000136819522925143,0.0004641554721473153,2.3978729388689625e-06
obviously,0.0001619184581788952,0.000272972993197093,0.00022765109243899327,0.00011199340915767399,0.0003028889780267965
odor,2.082523395641304e-06,1.276886339389834e-06,2.0505032826761423e-06,1.7266764972137698e-06,0.0009850941175822319
oem,2.0528297062435597e-06,0.0009390438185675235,2.048505016689792e-06,0.0035293093388697513,2.411182778312591e-06
offer,9.248282999660596e-05,0.00012359628040676558,0.00012001855192759136,0.00022119570377631886,0.0001245258284264832
offered,6.839380083442955e-05,0.00011895824524030112,9.02611569953504e-05,0.00018913188073110346,2.4410690023242245e-06
offers,0.00012046536993704712,1.3127911922662356e-06,0.00023195128635219246,0.0002033895234282504,8.518838688837884e-05
oh,0.00018462138077243227,0.0002623436377008073,9.793483506106174e-05,0.00022844285592810428,9.254952051245468e-05
oil,2.060583074820594e-06,1.2707623380427253e-06,2.039911194942633e-06,0.020796547279071823,2.4306128456191484e-06
oils,0.00015948331593430785,1.2736616675935384e-06,2.041910242823782e-06,0.0008998678794465468,0.00012590589823083392
oily,0.0001643635889088958,1.277400171227548e-06,2.0439637552032974e-06,1.7314548188183313e-06,0.0006510433281264248
ok,0.0005874831270064126,0.0009792941337717922,0.00031641375854437454,0.0003956881022835819,0.0010725014235214022
okay,0.0003251449814522342,0.0003322496933943076,0.00017952041520402604,0.0001885223761667067,0.0003068518222219913
old,0.002615490162062954,0.002080240890799349,0.0014633100684788793,0.005221580790984645,0.002154664427501342
older,0.00042644139052519644,0.00021943067785659085,0.0005475198209783088,0.0006811525842135303,0.0002041793090543789
ones,0.0003989593996463656,0.002537363348406525,0.0005197907726188334,0.0017564116209137198,0.0010081278480409941
online,0.0001367866894053433,0.0001572064118830447,7.658850235630459e-05,0.0010898515371520546,2.4802809340169558e-06
open,7.375004651735276e-05,0.0013396562934922208,0.0010662421225565383,0.0006761344482989175,0.00018755371325247647
opened,4.704511713980726e-05,0.0003673628403969974,0.00015777471941674467,1.7412999459762068e-06,0.00016160192849202473
opening,2.0803093427426933e-06,0.0005421902311490477,0.00016334861880400094,0.00022831087318169198,0.00022569859885060006
operate,2.0485341024404137e-06,0.0001859909914647939,0.0004158771355718245,1.7110305700699718e-06,2.4314325147054346e-06
operation,2.2053423856245498e-06,7.991178810988265e-05,0.00037118459342857087,0.00014849639960972177,4.812652152697671e-05
opinion,0.00039951749443687735,0.00020576634923029008,5.826758623093741e-05,0.0004374065694108478,0.0003696509880989567
optima,2.0494678844363173e-06,1.2721183793947186e-06,0.000581636917809334,4.343939496479398e-05,2.406452558040403e-06
option,0.00010205891905261894,0.0002722223070250114,0.0006900571410529048,0.00010102283085108576,7.218337910092171e-05
options,0.00013222792494135612,0.00017715445962136582,0.00039632486951462174,6.876846017421356e-05,0.00020208255998134335
orange,0.00034161888449533144,0.0003120192658068004,5.724315714858147e-05,0.00010458051816194473,0.00020573907026001702
orbital,0.0006360034123840832,1.2650280417396867e-06,2.0328161977013526e-06,1.6911622453120151e-06,2.410222020883601e-06
order,0.000433040232480054,0.0015870422829272251,0.0006036021484404459,0.0011140352463576847,0.00034820121116021385
ordered,0.00033332627601276657,0.0020449794812596577,0.0005337698819795173,0.0011359881261265045,0.00034226319106208606
ordering,2.5705778448137323e-05,0.0003505802551352801,6.857828143280541e-05,0.000313471160192091,7.330428085629174e-05
original,0.0006652313403996754,0.001219789834900112,3.917473457426417e-05,0.001991643894908797,2.4679144192202764e-06
originally,0.00011930171648611122,0.00033381934953151664,0.0001326086711047297,1.7480287044340211e-06,2.4587921937263054e-06
ounce,0.0003488412896711246,1.287654384310378e-06,2.07011121719526e-06,0.00017973219247399106,2.4754054581607018e-06
outlet,2.046561827700836e-06,1.2696232210833764e-06,0.001932104003454108,1.7042608375789714e-06,2.4023136551998874e-06
outlets,2.045261050859832e-06,1.2665174328511722e-06,0.0006420005580980878,1.6939700696720192e-06,2.4005298948036902e-06
output,2.0742638466588456e-06,0.0005605749441685075,0.0010627493618849152,1.6967637234076801e-06,2.4110668045287107e-06
outside,0.00042380743249290526,0.0005484120368621284,0.0009989813468066432,0.000264566951693933,0.0011752316321925426
outstanding,0.0003349435872402981,0.00010382426740389017,2.107255678714013e-06,6.243634170922499e-05,2.455461021527665e-06
overall,0.0006252588841993727,0.000966797603647455,0.00048487761723905846,0.0006468377871840607,0.0007845830717693451
owned,2.6797951314522093e-05,0.00012515538080340644,0.00038447250233498753,0.0004146206995549125,0.0003672728321118998
owner,0.00021171068261361355,0.0001447944026812671,9.330146433132834e-05,0.00020090661015120342,5.277937275102985e-05
owners,9.90196143709311e-05,0.00010248153230783833,0.00018287259343677416,0.000455260531835974,2.468894714506674e-06
oxidation,0.000697337694741933,1.269308804213335e-06,2.0324210120796535e-06,1.7010788021643368e-06,2.4098178266938676e-06
oz,0.0009257696592963876,1.270738250622758e-06,1.6969293913190867e-05,0.00024408777265043922,0.00036802923673276005
pack,4.9518609687293736e-05,0.00045203084323302547,0.000432469649417425,0.000372116850885898,0.0014378063011918373
package,0.0002739949179652223,0.0008084450680366173,0.0004367582374226328,0.0006842360266247387,0.0006016930293995847
packaged,3.6400730147889805e-05,0.0003333531310425683,0.00014906733179783027,8.254542199093997e-05,2.4458591418240242e-06
packaging,0.00024615631398848455,0.0005509993301932617,0.00030499630067859506,0.0003755477846197665,6.229031099650452e-05
packs,2.073746052238547e-06,5.8865451060563533e-05,0.0002573864491325014,5.6080514882409364e-05,0.00019777436762309276
pad,0.005820224933739601,1.286731482214372e-06,2.039764170432887e-06,1.6955619666440407e-06,2.427723995619103e-06
pads,0.0034475561128098826,0.0004750760791125251,2.0402492599550348e-06,1.6988546199087139e-06,2.455351049317756e-06
page,2.1016510043572216e-06,3.364243416157569e-05,0.0001512040880127218,0.00035809138552663676,2.4355257498941597e-06
paid,6.823368824704225e-05,0.0003116576988039916,0.0002462475867695713,0.000891959507651793,0.00018181684728544226
pain,0.00024490712080525945,0.0004239666299896118,0.0001749155386008875,0.0002723854918998962,0.0002690982992062606
paint,0.013366581646153442,1.2788850248481532e-06,2.035746563686121e-06,1.6944297771271936e-06,2.445907190975834e-06
painted,0.0005881297161826337,0.000145268796125776,2.0493946410101176e-06,1.7056773429911855e-06,0.0004923051418184653
pair,2.096881352164035e-06,0.0013269016493260314,8.083831299959e-05,0.00044546473430816984,0.00016753171726928274
pan,2.0593279315667185e-06,1.2727068362218755e-06,2.043609230024388e-06,0.0012860047047534768,2.42145659729208e-06
panel,0.00025707102256259697,0.00028468192797696725,0.001882253296727322,1.7060397281543084e-06,0.0002910580064098887
panels,0.0003775151719430958,1.2991394639538212e-06,0.0005727035156898476,1.6986201556034412e-06,0.0007466826249157379
paper,0.000536229686646676,1.2924525950502108e-06,2.079417975114903e-06,0.0004094670457561842,0.0019499919470870183
park,0.00016027158085472984,0.00020323452530811696,0.00039614054412625914,3.605523331416815e-05,8.242520334044134e-05
parked,0.000255080306622207,0.00014385718598607545,0.0005106456853097827,2.3657715948821073e-05,2.443177499586494e-06
parking,2.1807982487777752e-06,0.0005047595950466426,0.00024404954758561106,2.230548603525655e-05,3.816515249765558e-05
particular,0.00015062515415770327,0.00012717858512979039,0.0002774682994546241,0.00034177764607282055,0.0002800642121556785
particularly,2.594626316461086e-05,9.56916327827558e-05,7.64677964835491e-05,0.00013507190455432406,0.00045300829899514713
parts,0.0004937932939359493,0.0006082958442964973,0.0003312834531769366,0.003073818892817007,0.0021333316421828096
pass,0.00020395845178758408,0.00014136428156596672,0.0001266747070559012,0.00044634936041192753,0.00018425075558342897
passenger,2.087630030546113e-06,0.00044530755779922216,2.077750507961727e-06,0.0007971374791952759,4.4706738464574906e-05
past,0.0005735168464905205,0.0004911886034919778,0.0006130271240456454,0.0010736863555343913,0.000799578401976736
paste,0.0017096622360452383,1.2647350192179871e-06,2.032595230895887e-06,1.6923391085194718e-06,2.4204385802483013e-06
pattern,0.00018956943997883998,0.000308235032880911,2.0548516963230576e-06,3.5808714280067913e-05,2.4670452470832843e-06
pay,0.0004635409811836462,0.0004526288429946097,0.000558059000814353,0.0009386418029552123,0.0002752554806762613
paying,0.0001258349589498195,8.119237018307936e-05,8.191985358184321e-05,0.00035452226127652366,0.00014161212816922239
penny,8.927084472416322e-05,0.00010192768478799499,0.00012627980500794954,0.00015932709809744744,0.00010596355354446538
people,0.0012066080588436542,0.0013607672958071294,0.0009041433789069635,0.0010835141994360229,0.0007342693189378049
perfect,0.0007975310404762761,0.0031377292974539453,0.001233906025678287,0.0014775278813291411,0.002190523000251951
perfectly,0.00011800115935806698,0.00265623510121761,0.0005758670837128005,0.0020662413892196005,0.0006061630884989343
perform,0.00010926095679245075,0.0001334180522931866,0.00014793310153980247,0.0005657206340388126,0.00011592661041281062
performance,0.0001272028547806227,1.2857959904711105e-06,0.00016912799170681637,0.0028687216824467925,2.4572912088408293e-06
performed,0.0001764702032418036,4.2696442026485624e-05,0.00013475807359741298,0.0005177457970659267,5.323280850026509e-05
performs,0.00016301858635564746,2.233048111673983e-05,0.00013063872699302769,0.0003264634794279125,9.618911673498555e-05
period,0.00011585957798870304,6.667983953041867e-05,0.00026263618679071924,0.000253912696909766,2.4669971525965053e-06
permanent,5.840211221076133e-05,1.3012233328614275e-06,0.0004772199978565303,1.7135356393068821e-06,0.000334430419669685
permanently,3.361202096482099e-06,1.2883044898423284e-06,0.0004986035181328014,5.8264828931667234e-05,6.579306568815229e-05
person,0.0001307073126560778,0.0003552926395039122,0.00025702606560350715,0.00026920164281170973,0.00016527568081801185
personal,0.00018144449677960013,7.026958733916773e-05,0.00018122142571407878,0.00019927628755482695,9.233801524466669e-05
personally,0.00033408968394519934,3.785439091561663e-05,0.00016025016473165087,0.0002729477761564701,0.00015887427886358908
phone,2.0849651530559263e-06,1.2802031373681585e-06,0.002470429570651838,1.7015168571771933e-06,2.4266242986620063e-06
phones,2.058570875988642e-06,1.2744467540460712e-06,0.00067235968141152,1.6963662212377039e-06,2.5036261990606813e-06
photo,0.000162103559726195,0.00023771875818089802,5.434598215467163e-05,1.7244279456460613e-06,0.0002031089622846924
pick,0.0001787023705603892,0.00022741913301216202,0.0002803737015772943,0.00023279949027344587,0.0010350578297869599
picked,0.00011426973336681104,0.00017264918087904328,0.00018693711224064864,0.00015813468952763224,0.0005077911524810759
pickup,0.0001838252296774024,0.00028261742778634084,0.00021793540001136745,0.00046987107205398676,2.440998381204708e-06
picture,0.00013058905300802185,0.0009099271031165886,0.00011059823758343277,3.407620213323493e-05,2.447700450958439e-06
pictures,0.00015412822040006833,0.00026503172916055875,2.073989718273856e-06,0.00015731982368161093,2.554953894735542e-05
piece,0.00014410230704099683,0.0017474008529965045,0.00011691823554245096,0.0006130312076028598,0.0009841975824829991
pieces,0.00023178906771348815,0.0006067298435504476,0.00011792774449247097,3.678117215448462e-05,0.0004109098655846866
pin,2.04804556230818e-06,0.0013635196267306878,7.574634418226662e-05,1.711195145055057e-06,2.407525152371442e-06
pink,2.0761385156307494e-06,1.2679709724534668e-06,2.078193958923956e-06,0.0009141685229019835,2.4349254384657338e-06
pipe,2.076497860706484e-06,0.00028992816050183985,0.00015315104731469082,1.7299905343021685e-06,3.116580040313894e-05
place,2.1062425036025292e-06,0.003911595154186245,0.0005123609088021421,0.000778494488262451,0.0011596099312998097
placed,2.09912921736698e-06,0.00039305312788218973,0.0002747770131273088,9.772474603130473e-05,0.0003467831288861596
places,3.764979321599839e-05,0.000357338951322213,7.65301491937773e-05,0.00023126327336863564,0.0007769682533598711
plain,7.004201948033476e-05,0.00016044155051699285,4.254528202229556e-05,8.486815971496001e-05,0.00019787679967874433
plan,0.00024373269594229273,0.000387205425106381,0.0005116360966770649,0.0005950746603747764,0.0003602007302691128
plastic,0.002821501797328412,0.005348510111258529,0.00042813657832192515,0.0009308078049646846,0.0020103376378111867
plastics,0.0003584325230850887,4.302112018583592e-05,2.0782750563534264e-06,1.7110303470632518e-06,0.00024842614520027384
plate,2.0875430704406783e-06,0.0019207585250648742,2.0456013422825977e-06,1.7152510106807297e-06,2.421373585103196e-06
plates,2.085734641399344e-06,0.00032429924190561897,2.1866993505159233e-06,1.979636026586099e-05,4.6491390969295356e-05
play,2.150823969858406e-06,0.00040071515545427744,0.00026437254666514747,0.00013604132333952502,2.4422221704473467e-06
pleasant,0.00045752257700822064,4.843720793901696e-05,2.0732060067869727e-06,5.7850722007457575e-05,0.00016222691376067876
pleased,0.0007570041513357269,0.0007333030941944022,0.0005064149946629213,0.0005115810238137475,0.0003768389824428431
plenty,0.0004176548882662212,0.0006558987871633795,0.0005366394352902763,2.4828641105326657e-05,0.0003297987105512166
pliers,2.053554874316007e-06,0.0003737569534481706,2.0682188199522676e-06,1.7182096446033316e-06,2.4037651186272707e-06
plug,2.0486024047815357e-06,0.00047191739876050284,0.007815313107413919,0.0019731990210051773,2.406854717637524e-06
plugged,2.0486947716081385e-06,1.2770679067922584e-06,0.002318094069587673,1.7194264817074246e-06,2.4009515129596145e-06
plugs,2.0482952512000728e-06,1.28921439763524e-06,0.0010255811987946214,0.0028766131585924544,2.405587608261869e-06
plus,0.0006194901329639735,0.0004921937213305966,0.0017056243883789356,0.0008619224054845587,0.00036629907630152277
plush,2.060155584134144e-06,1.2639102929517177e-06,2.0321000292836895e-06,1.6905464502055055e-06,0.0009133026833839389
pocket,2.0621692033682612e-06,0.0002728712322337276,0.0002512770257981261,1.7209415522242573e-06,0.00022346992485407254
point,0.00039198222074835593,0.0008137640876117606,0.0008859515877505423,0.0008117023281755859,0.0005814987496346489
points,2.0743773188511873e-06,0.0002698452819958728,2.872707489838535e-05,0.0003766459558856262,0.00011577572875562115
polish,0.006280415136341525,1.2652186307134825e-06,2.0334072736385857e-06,1.691613801059374e-06,2.4269676248468903e-06
polished,0.0008200282223576247,1.2663802347482638e-06,2.0343570006209842e-06,1.6994863650064211e-06,2.4322507217469842e-06
polisher,0.0018016942586909094,1.2676335898646878e-06,2.035328789079823e-06,1.691877315305509e-06,2.408481643573478e-06
polishing,0.00298781762345582,1.2661491878929109e-06,2.03357468797566e-06,1.6918896268126467e-06,2.4419931573448217e-06
poor,4.825049029904905e-05,0.00035930678355768455,0.0002373055759503731,0.0002857433574650028,0.0002061694785282584
pop,0.00010981380371627528,0.0005166429993256953,0.00018200492621869483,8.582654130349232e-05,0.00010027841088772322
port,2.070484377148619e-06,1.2718326304702105e-06,0.0013936565377902185,1.716184428081051e-06,2.4114759802028367e-06
portable,2.0498431494904346e-06,1.280138691209248e-06,0.0011702023029933626,1.6951236994190625e-06,2.412321575486291e-06
portion,0.00015166371177238267,0.00033063877849025855,2.0625115202730025e-06,6.749832626345324e-05,5.529889073910767e-05
ports,2.053328206227937e-06,1.2674690789109697e-06,0.0009141237857269997,1.1929674402494255e-05,2.3986569881028203e-06
position,2.0541567370524265e-06,0.0009977766855187474,0.0003010101720953795,5.869687041529893e-05,2.441763031781858e-06
positive,0.00019371426726052233,0.00018252228661859828,0.0005882431350275182,0.00028802453597627183,0.0002056328104889094
possible,0.00040438863660407565,0.00021955991152058962,0.0005554329118060085,0.00027068297379685225,0.0005629737452376403
possibly,0.00012115085069790374,0.000136075628156394,9.281607546903074e-05,0.00019277209356723693,0.00012766243417524625
post,0.00014222963017289765,0.0003770416779700848,0.0003968178068636066,0.0002797796279888692,2.4571164161484192e-06
pounds,2.065669218285696e-06,0.00029829124312937547,0.00023519599346808243,1.6986466467995455e-06,2.445157226462265e-06
pour,0.00017392887445985187,1.2728858350095292e-06,2.0515624396036543e-06,0.0005355306526853768,2.5042473637479115e-06
power,0.0001369714732434138,1.2824374592194563e-06,0.013011181784275894,0.0002735646458119687,2.4364795748653747e-06
powered,2.0784115115078846e-06,1.2772580450025085e-06,0.000980734011825345,1.7189499672183181e-06,3.4128565324986025e-05
powerful,0.0001332099365025079,1.6750505408734592e-05,0.0008320534368177074,1.709739263154165e-06,2.5177464319670863e-06
prefer,0.0005877984391424138,0.0001485635119212247,0.0002073543830797401,0.00022720473306994546,0.0006914310906439454
premium,0.00040571770647209723,1.2792214271612049e-06,2.048906609165464e-06,0.0008932249766220864,2.498865079757368e-06
prep,0.0007075462700877148,1.2745467307737878e-06,2.0339115279025247e-06,1.6996704866335566e-06,2.419849659447994e-06
prepared,0.00015827117938578683,0.00014724918128851934,2.1057132090121286e-06,0.0001303305871073975,7.87541934258996e-05
press,9.589954648500579e-05,0.00024985085969109563,0.0004700958810377508,1.7579667971528732e-06,0.00012667074025076843
pressure,0.0005132640167862678,8.981433560701508e-05,0.006717379670951401,0.0010276073584075094,0.001302956366918562
pretty,0.00222834578921467,0.0023356299185478715,0.0014739122122361884,0.0012479079911855615,0.0022102888482943184
prevent,2.1065411325298447e-06,0.0007218865767268007,0.0003300090706249544,0.00048181886249715227,0.000802593320415553
prevents,2.0979095889849163e-06,8.233209227781883e-05,0.00017573747095529898,0.0001245974133461942,0.0003321367309351442
previous,0.0003279950261469045,0.00027557903497904594,0.00032678206698432874,0.0006244927868722503,2.46151332687434e-06
previously,0.00020681700339693116,0.00010421949334463806,0.0001483925576619396,0.00026971503703109717,0.00017668945121995685
price,0.0023061900700161527,0.005183967338937259,0.0024786099255646736,0.007141247096577886,0.0032403582026523346
priced,0.0002048879438284251,0.00043477167589215656,3.804493780887236e-05,0.0007142852547325357,0.0002976113809680462
prices,0.00014075972603929041,5.8467186989892084e-05,7.044827021973595e-05,0.0004368115992254513,1.6120353516748337e-05
pricey,0.00020027692605889988,0.00019194828416418906,2.1032937444395127e-06,0.0001232097006915659,0.0003023629140614915
prime,5.10548095195729e-05,0.00012837383813700244,0.0001175427308426508,0.0004950925902409627,9.005331733115669e-05
prior,0.0004983431750969201,0.00014405916645646746,0.0001366908115540366,0.0002696582269876874,0.00010884089256217004
prius,2.060576973211445e-06,5.4239105411083007e-05,6.437791803871933e-05,0.0003643424285720807,6.895149136545856e-05
pro,0.00019301087116882433,6.037993241480609e-05,0.0003252104770019956,0.00028588752637935115,0.0002123244666976465
probably,0.0013539770491599052,0.0016310734352551902,0.001147215533342716,0.0013222903809753826,0.0017481951670619239
problem,0.0005826390686140872,0.002352777028114586,0.0019004869598189481,0.0024265198026648775,0.0012484326138865027
problems,0.0002404760238384837,0.001037512167664358,0.00117569784557525,0.002107148453419224,0.00021650363606514258
process,0.0011717952700006458,0.00014614802945707295,0.00045433389768836756,0.00035676275510726827,0.0003273579968572049
produce,0.00032236789411237864,5.41329905773563e-05,7.03900096420114e-05,5.875250575261584e-05,0.000180009758623778
products,0.00977158607535241,1.2892242975572543e-06,0.0006480970486957596,0.0017675347667288725,0.0019560716694823842
professional,0.0009794188805473524,5.84931488019763e-05,0.0003518966003625172,1.7535804099597934e-06,0.0003248813358960724
profile,2.0969161986877995e-06,0.00014615061501166185,2.054894769267346e-06,0.00039073230278577467,2.458866937986603e-06
project,0.0002101115605909002,0.00030451705183793545,9.082629790588918e-05,1.7074984768535673e-06,0.00016879455487365703
proof,5.732508068157954e-05,1.340139620607709e-06,0.00034151954722168315,5.2221104698818185e-05,0.00018436919209111093
