,asin,Category,Clean_Reviews,predicted
1382,B0002U1TXK,Auto,second hand tonneau cover restored black back new looking took couple applications but worked well also effective trim items not necessarily black works clear polish leaves no white residue,Topic 4
1383,B0002U1TXK,Auto,place armorall wipes one day discover better job lasted way longer turn anything black black plastic rubber leather etc safe back original color side noticed come wet otherwise looks great doesnt seem affected sun least not tell,Topic 4
1384,B0002U1TXK,Auto,first apply treatment looks great rains streaks touch seems occur even applied polished per directions first applied though really dressed old flat dull black plastic trim vehicle,Topic 3
1385,B0002U1TXK,Auto,restored black trim bumper fender side door panels draw back bottle small large truck may want invest another bottle,Topic 3
1386,B0002U1TXK,Auto,bought meguires mothers brands mothers brand lot better gets plastic trim back black stays way alot longer mequires brand,Topic 3
1387,B0002U1TXK,Auto,three years since last applied avalanche black trim burned faded white film looked really shabby washing drying applying mothers back black thoroughly satisfied mothers great job restoring trim back blackmy trim dry absorbed much whole bottle didnt get mud flaps running boards not bad trim around bed cab truck couple things impressed really evened blemishes brought trim consistent black color extremely evident around bed truck part flat areas expose flats areas protected deck lids various compartments opened revealed sharp line two areas applying back black could not tell difference trim even color shine looked brand new impressive indeedbut say loud important work back black sun baked dry parts really dry mine may hit several times thats key get rag saturated keep working trim not absorb youve reached point go back clean dry towel wipe excess buff shine trim not excess trim dont go sight feel trim hand no excess keep drying buffing trim shines dont youll get streaking wont regret,Topic 3
1388,B0002U1TYY,Auto,began step polish continued step micropolish glaze using mothers powerball 4paint powerball saved hands micropolish glaze made white surface car reflect mirror cant see micro scratches easily white car but could see smooth surface could feel followed coats step wax car looks showroom new enough left bottle fullsize car least another fullsize car good value,Topic 3
1389,B0002U1TYY,Auto,good but not great consumer grade polishing glaze professional line really great good reasonable price,Topic 1
1390,B0002U1TYY,Auto,hit threequarters post im ready mothers glaze slide finish lineif right paint looks glass however lousy paint job dont waste moneythis people afford best finishes want sit around get classyeyed polish cars trying impress someone no machines need microfiber towel keep flipping get really nice glarei dont care stuff shows noticeable difference care beer ill drink job,Topic 3
1391,B0002U1TYY,Auto,since designed step system along cleaner carnuba wax review also posted step step products help anyone may miss one productsi american motors amx bittersweet orange color bought new drove since car carport uncovered collecting dirt grime serve cats perch hardly imagine tired rundown looked truthfully skeptical but friend auto detailing told give mothers threestep try based recommendation ordered not available locally excited see old buggy could look likei soon found one thing takes lot rubbing rinsing car doesnt run yet sponged get worst grime work cleaner also purchased mothers paint ball drill along lots rubbing old fluffy athletic socksfirst coat done results nothing short amazing however haze still visible applied second coat cleaner one went much easier following final hand rub haze gonei wish could post photos see photos could demonstrate followed step sealer step carnuba wax donesince car virtually unprotected nearly years exposed wind temperature extremes blowing rain snow quite surface rust bubbles peeking paint still remain old car completely original paint but thats okay mothers three step job happy camperthe recommendation would two bottls cleaner car similar condition ran short second bottle mind thats small price paythe system also available complete step kit called ultimate wax system save bucks shipping wayhappy waxin ltlt,Topic 3
1392,B0002U1TYY,Auto,micropolish regular mothers polish really intensifies shine plus great job filling larger scratches,Topic 3
1393,B0002U1TYY,Auto,using step pure polish really prewax cleaner went glazesealer boy make car look real goodalthough polish wont cut harsh enough remove swirl marks scratches seems hide swirl marks make less visible possibly smoothing microscopic edges add fact doubles glazesealer fills swirl marks scratches scratches still visible but edges smoothed less visible farther away swirl marks still visible but close takes tiny bit focusing see doesnt cure scratches swirl marks well but best enhance colorthis glaze makes paint pop adds even depth revealing long lost shades paint colors case mazdas galaxy grey mica brings color paint makes appreciate car even feel glaze effective even lighter colored cars maybe not white since seems darker colors seem get love comes detailing believe step youll looking car different angles trying figure many different colors shades find deep paint lookswell worth,Topic 3
1394,B0002U1TYY,Auto,part step process brings show room floor shine back aging vehicle see difference step,Topic 3
1395,B0002U1TYY,Auto,bought steps cant beat price easy also smells great,Topic 1
1396,B0002U1TYY,Auto,comes car care mothers best three steps polish wax products cleaned jet black paint car good,Topic 3
1397,B0002U1TYY,Auto,purchase applied skipped step since im applying bnew car applying immediately notice effect shiny glossy step not mothers carnauba but mothers fx synwax combination im really glad tried combination works car hope last long,Topic 3
1398,B0002U1TYY,Auto,wax cars works great smells good price reasonable compared products porter cable 7424xp meguiars foam pads,Topic 3
1399,B0002U1TYY,Auto,reason bought thisi cleaning claying waxing awhile scion tc pampered steps but tragedy minor scuffs kids getting back seat careless people brushing groceriesbackpacksfat butts freaggin carafter scuffs scratches washing real priority years later look gorgeous car think still looks okay miss feeling satisfaction wetglossy look tried waxing made car shiny but scars still remained covered lightest scratches mostreviewthen looking new clay bar kits happened see recommend step mothers car care products didnt know sealants reading bought whole kit surprised step one cleaned well enough but step made pesky scratches less noticeable would see since know deeper ones still but glaze makes shiny hard focus scratches usually focus car probably best visual result processtips processclaying key work think step process better washday clay mothers step pre wax cleaner mothers step sealer glaze last mothers step california gold wax arent mothers fan wax ontop glaze personally mothers wax shines well easy apply wait review wax want see durability water beading properties better turtle wax paste years ago,Topic 3
1400,B0002U1TYY,Auto,suppose could without first using gold pure polish get reasonably shining car however want job right start gold pure polish get pollution crime removed finish proceed glaze glaze not thick careful squirting bottle goes easily comes easily afterwards vehicle shiny however go way need finish job gold carnauba wax need commit entire afternoon three steps,Topic 3
1401,B0002U1TZ8,Auto,using years hands best quick detailer market products meguiars ultimate detailer spray wax type rather detailer withstand car washes however products not fresh paint bit harder applyremove mothers showtime safe fresh paint confirmed mothers not mention great smell provides deep shine fills light swirl marks 24oz version great deal try wont disappointed goes mothers actually,Topic 3
1402,B0002U1TZ8,Auto,every car detailer market corvette goes several shows year mothers brand caught eye even though cost little brands excellent easy apply wipes nice shine show site take spray bottle motherscalifornia gold touch places needed great presentation viewersi never poor mothersthis updatei stopped car parts store stock purchased substitute excellent job however paid almost substitute mothers detailer equal higher priced still think best detailer market,Topic 3
1403,B0002U1TZ8,Auto,using instant detailersfor decade mostly meguiars purple spray bottle good job smelled nice left car clean but always looking better shine decided give mothers instant detailer try im glad indeed decided try mothers assumed instant detailers pretty much alike not experience mothers not cleans car but also produces greater shine depth gloss also seems brighten finish well take superior productmothers instant detailer mild smells great makes noticeable difference cars appearance no longer brandsince discovering mothers instant detailer tried number mothers wax products found least notch two current offerings major retail store competitors course car detailing goals results subjective nonetheless discriminating car enthusiast wants car look best favor give try think youll,Topic 3
1404,B0002U1TZ8,Auto,love stuff cant keep car garage car cover almost every day year hate going day long meticulous labor washing clay baring waxing car couple times year stuff washing clay baring car mothers wax throw cover week dust car depending need spray detailer weekly biweekly dont know exactly whats but assume sort liquid wax really helps preserve original wax job helps last months also cleans bird droppings grime general filth gently easily using couldnt easier spray wipe microfiber cloth dry another microfiber cloth one bottle last two three uses entire car depending heavy application excellent around,Topic 3
1405,B0002U1TZ8,Auto,bought friend told right shine beautiful brings luster paint spray wipe wait wipe hue car looks beautiful go car shows want ride look show room stuffyou even spray glass stuff great,Topic 3
1406,B0002U1TZ8,Auto,good news easy spray wipe spray handle gives fine mist covers good area spray wipes easily bad news shine not much better washed left maybe get better time coating builds also streaks bit but minimized good microfiber cloth good stuff but doesnt give kind shine would get regular wax job,Topic 3
1407,B0002U1TZ8,Auto,comes mothers clay bar kit ive never but clay barring car nice,Topic 3
1408,B0002U1TZ8,Auto,great car essentially clean but needs little buffing car always garaged gets dusty even though enclosed environment good stuff dont need actually wash car,Topic 3
1409,B0002U1TZ8,Auto,top end auto cleaning products year old acura looks new washes every weeks wax twice yearapril oct oberand touch every wash detailer takes keep car looking new long takes no minutes whole car,Topic 3
1410,B0002U1TZ8,Auto,small areas auto gets water spots dirty excellent dusting well avoids dry dusting may leave swirls,Topic 5
1411,B0002U1TZ8,Auto,love stuff dont want wash car every days but gets dusty birds car target practice im work spray car wipe takes less minutes car looks great perfect item washes love smell ill buying stuff gallons,Topic 5
1412,B0002U1TZ8,Auto,brand better mothers switch rags constantly stuff not bad though,Topic 3
1413,B0002U1TZ8,Auto,would five star review but works better cleaning bike mother makes part look wet leaves dirt beneath four stars,Topic 4
1414,B0002U1TZ8,Auto,months but shifted products doesnt provide much sleek look expecting,Topic 3
1415,B0002U1TZ8,Auto,love stuff makes cars shine recommended want nice easy shine low price,Topic 3
1416,B0002U1TZ8,Auto,ive mothers long time never bee dissatisfied detailing mist perfect although probably not recommended ive slightly dirty dirty not dusty car done fantastic job plenty micro fiber towels keep changing surface finishing dry buff car looks great,Topic 3
1417,B0002U1TZ8,Auto,name instant detailer job quickly give stars since job however rather spend money something else car outside right make waxingpolishing job last long car inside plasticvinyl protection leathervinylplastic fabric cleaning good smell job ok smell but not great,Topic 1
1418,B0002U26QE,Auto,mothers powerball 4paint went easily could spend time every surface giving polishing wanted without wearing hands white car effect not visible would darker car but smooth feel surface afterwards told great job also step micropolish glaze step wax car looks showroom new enough left bottle fullsize car least another fullsize car good value,Topic 3
1419,B0002U26QE,Auto,american motors amx bittersweet orange color bought new drove since car carport uncovered collecting dirt grime serve cats perch hardly imagine tired rundown looked truthfully skeptical but friend auto detailing told give mothers threestep try based recommendation ordered not available locally excited see old buggy could look likei soon found one thing takes lot rubbing rinsing car doesnt run yet sponged get worst grime work cleaner also purchased mothers paint ball drill along lots rubbing old fluffy athletic socksfirst coat done results nothing short amazing however haze still visible applied second coat cleaner one went much easier following final hand rub haze gonei wish could post photos see photos could demonstrate followed step sealer step carnuba wax donesince car virtually unprotected nearly years exposed wind temperature extremes blowing rain snow quite surface rust bubbles peeking paint still remain old car completely original paint but thats okay mothers three step job happy camperthe recommendation would two bottls cleaner car similar condition ran short second bottle mind thats small price payi posting review step two step three products help anyone may miss particular review system also available complete step kit save bucks shipping wayhappy waxin ltlt,Topic 3
1420,B0002U26QE,Auto,hazes seconds comes relatively easy also gives mirror finish plus good job removing hairline scratches swirl marks,Topic 3
1421,B0002U26QE,Auto,recently got whole ultimate wax system decided give shotthis polish prewax cleaner mild take old wax oxidation but not remove swirl marks scratches consider something else youre looking cure prewax polish would beneficial cars old wax andor oxidation newer vehicles although not necessary unless want remove previous wax might done still worth using peace mind kind thing itll help revitalize color oxidized paint itll enhance depth color nonoxidized painton car mazda3 galaxy grey mica no oxidized paint but using polish brings color little bit via clear coat adds little depth shine making nice prewax prepworth giving shot whether car oxidized not,Topic 3
1422,B0002U26QE,Auto,mothers polish bought back depth shine steps make car look new,Topic 3
1423,B0002U26QE,Auto,bought mothers products cant beat price step really shines car boss,Topic 3
1424,B0002U26QE,Auto,mothers products affordable work well correctly thing mothers not best market but price availability ease novice car detailing make car look stunningpersonal processi wash car clay bar using clay remove heavy contaminants prep surface smooth happens mothers california gold clay bar kit imo best price detailer ok clay great premium microfiber towel reason mentioned need prep car starting systemso actual review step one part call pre wax cleaner im not mistaken either mild type car polish may contain abrasives basically smooth cars surface make shiny clear coat surface think fair job making shine removing surface residue clay detailer okay job far light swirlmarks since unfamiliar polishing compounds hearing give rounded stars enough ease usemoneyamount ending result may change rating products try future but price amount give 16oz last awhile times year thats bang buck tc estimate 2oz entire car,Topic 3
1425,B0002U26QE,Auto,step step process get vehicle close show condition possible easy apply easy wipe removes lot pollution things dull finish probably want launder even throw away microfiber towels apply remove done finish rather dull committed least going step polishing glaze,Topic 3
1426,B0002U2V1Y,Auto,awesome products,Topic 3
1427,B0002U2V1Y,Auto,really love quality scent cleaner,Topic 4
1428,B0002U2V1Y,Auto,one necessary evils keep vehicles looking good not lot fun but gets contaminats vehicle polish comes everything need spray lubricant vehicle clay start rubbing amazing much comes even washed normally ft x ft section refold clay section done get clean side becomes pretty bad clean wheels ive tried meguiars mothers mothers little better,Topic 3
1429,B0002U2V1Y,Auto,learned gold clay bars honda crv forum car enthusiasts shared favorite productsthis three years ago since clay car twice year spring falli finished spring treatment fellow walked car asked crv waswashing told almost years old could not believe toadmit car look new much credit regular claying using backtoblackon plastic partsi mention store gold clay plastic container contain onion dip keeps pliable clean bit strange container clay not come package clay dries stop working sticky leave without sort container pick dirt could scratch car next time itclaying system removes contaminants attach car clay not polish car remove paint finish totally safe finish properly ie plenty lubricationthe clay material feels playdohmakes small particulars deposited car finish attach clay get lifted car finish clay needs heavy lubrication showtime instant detailer included package providesi start washing car dont dry time water drops removed steps clay car dont clay every inch entire car examine car sight imperfections running hand paint feel tiny bumps feel grittiness see dirt paint generously spray section showtime instant detailer knead piece clay hand rub spot identified normally see dirt disappear swipes sometimes need reapply detailer repeat kneading important want work little pieces dirt clay not leave surface clay ball scratch car year rough winter rubber marks snow removal tool addition regular dirt specs clay great job removing marksi also clay nonpainted areas glass chrome great job well claying step wax car small sectionsmothers california gold carnauba cleaner wax liquid ozas final step apply backtoblackmothers backtoblack ozto nonpainted surfaces turns dull plastic shiny new looking surface backtoblack also effective removing wax might accidently got plastic thats backtoblack last step,Topic 3
1430,B0002U2V1Y,Auto,ram pickup spends entire life outside parked near trees hadnt done much paint care couple years one side covered small hard brown tree sap spots reading reviews websites clay bars cleaning paint surfaces thought id try mothers kit revitalize paint job sceptical abilities anything final fine cleaning rightthe clay bar could not remove hard tree sap marks not remove scratches actually apply not keep clay lubricated make paint seem smoother touch but not tell difference final normally waxed polished surface clayed waxed polished surface surface feel unpolished paint vs clayed paint exhibit noticeable benefit claying makers claim however applying good polish achieves results washed clean paint surface opinion even truck cleaning first clay stayed pretty clean whole vehicle paint surface clay feel faintly gritty appear slightly darker color ready trashingto remove sap resorted rag soaked mineral spirits plenty elbow grease eliminate light scratches tcut clayed followed polishing turtle wax day shoulders ached bad but truck paintwork looks good well good year old wellused stonechipped scratched truck clearcoat actually held exceedingly well yearsi havent tried clay year old garaged minivan yet interesting see removes minor swirl marks dont expect make paint look shinier polishing looks great isi extra bottle detailing spray bought kit locally autozone case one wasnt enough but one enough one clay bar one vehicle treatment since two clay bars kit extra bottle second bari found claying easy quite quick split bar two pressed flat disc diameter sprayed surface rubbed clay back forth paint palm knead regularly back disc gets thinner splits actually straightforward no big deal avoid rubber parts windshield surround clay picked black soot make sure polish dry spray leaves streaks dont remove supplied toweli suggest clay bars really guys gals want ultimate care newer vehicles may not noticed anyone else but satisfaction job well done always matters perfectionist know cos onesept update evening tried claying half hood minivan waxing see could tell difference clearcoat van great condition washed hood dried clayed left half lh seated van notice even plenty spray lubricant faint straight line light scratches visible clearcoat wiped surface dry werent claying could not feel real difference surface smoothness clayed unclayed side clay appeared no visible dirt turtle waxd whole hood straight line scratches gone no visual difference clayed unclayed even reflected overhead flourescent light garage guide applied dry finger tips hood left hand unclayed side right hand clayed side applying light pressure sliding back forth think detected slight reduction friction fingers change direction clayed side even swapping hands result seemed ruling differences finger tips however effect slight almost imperceptibleconclusion claying may help contaminated paint surface remove last little imperfections revive paint but clean regularlywaxed paint surface claying probably isnt worth cost effort,Topic 3
1431,B0002U2V1Y,Auto,mothers california gold clay bar clean cars paint using da polisher washed car two times mothers clay bar even two washes ran hand paint feel surface claying could feel difference claying paint appreciably smootherthe application easy spray included solution slide bar paint knead clay smudges appear warns bar dropped discarded mindful not dropping not quite easy hold usethe thing not solution smelled cinnamon not fan cinnamon smell unpleasant meoverall great,Topic 3
1432,B0002U2V1Y,Auto,first time using clay bar simplefollow instructions look many videos linequick easy took less minutes,Topic 3
1433,B0002U2V1Y,Auto,nice kit best price beats walmart dollars clay little tough knead but works nicely paint leaves smooth probably showtime detailer ready towel nice well lint whole process time consuming but makes waxing car easier shine last lot longer,Topic 3
1434,B0002U2V1Y,Auto,one opinion well worth money finished hood car result great feel grit grime surface apply surface smooth not mention shiney applied mothers wax surfce better looking day vehicle left dealership,Topic 3
1435,B0002U2V1Y,Auto,caddy honda goldwing amazing slick gets surfacesof course clay barred always applied good polish great kit,Topic 3
1436,B0002U2V1Y,Auto,girlfriends year old solara really job car rough touch using clay bar made much smoother almost waxed make sure using clay bar wax car car looks 100x better,Topic 3
1437,B0002U2V1Y,Auto,enjoyed using vehicle looks feels much smootheri spent time working entire car took lot longer minutes people postingthe mothers clay bar system remove debris surface but leave behind dots tree sap tar kicked side car work extensively attempting remove everything system worked well not hype read abouti noticed big difference drying car microfiber towel would stick glidesif want spend sometime car would recommend dont expect miracleshope reviews helpsthanks reading,Topic 3
1438,B0002U2V1Y,Auto,would definitely recommend anybody looking clean finish definitely worth price hard work,Topic 4
1439,B0002U2V1Y,Auto,jaguar specs entire back end clay slabs got cleaned perfect,Topic 1
1440,B0002U2V1Y,Auto,good kit beginners everything need get started six month old honda since still new wasnt oxidation anything normal industrial fallout left nonsmooth feel stroking surface back hand well claying surface someone finally gave surface real bath baby smooth also glass effect,Topic 3
1441,B0002U2V1Y,Auto,kit seems hassle worth using one clay bar cars finish indeed smoother but looked exactly little spots sap came but honestly think thing couldve achieved goo gone windex,Topic 3
1442,B0002U2V1Y,Auto,love mothers car care products clay wash remove deposits paint 3m glaze bring shine followed mothers california gold wax protect seal two three times year need,Topic 3
1443,B0002U2V1Y,Auto,clay bar works fine first time try clay bars but work dont really detailer much ive tried turtle wax ice platinum series much better detailers aside dont mean say detailer spray wont work but ive tried better ones ones mentioned,Topic 3
1444,B0002U2V1Y,Auto,couldnt believe eyes gunk stuck car disappeared clay bar system really helped restore car paint new shiney smooth scared but car really needed im really happy results plan purchase near future,Topic 3
1445,B0002U2V1Y,Auto,ive owned black car years keeping clean keeping swirls paint tough bought another black car but time searched tube car care found things claying car thought no way im going rub bar clay black car would scratch death well wrong even good cleaning still dirt particles paint plastic bag test see clay bar instructed deep cleaned surface turn could seal paint claying job amazing job cleaning paint remove scuff marks bird doo bugs anything paint,Topic 3
1446,B0002U2V1Y,Auto,detailing cars aircraft forty yearsi tried almost every thing far waxes cleaners goim old school simoniz guy yea lots workbut worksi would always cleaner first dupont workedi figured might time try something newso tried mothers clay bar not work welli tried meguires clean wax stuff greattried klasse real good stuffmicro fiber spend better getthe clay joke,Topic 3
1447,B0002U2V1Y,Auto,ive using years state record really work not bring back badly oxidized neglected paint job doesnt work miracles but really work car hasnt allowed rot forgotten works best thorough wash people washing but feel negative effect may help embed dirt contaminants instead allowing suds lift carry away plenty included spray detailer must else clay stick car personally dont rub aggressively dont believe necessary clay residue wiped away microfiber cloth leave car really good idea put coat wax immediately claying car amazed smooth slick cars paint claying wax itll feel greased surface results incredible patient follow directions thing remember clay bar ever falls ground must thrown away trying would akin taking sanding block car cant go wrong mothers products,Topic 3
1448,B0002U2V1Y,Auto,love works great however problem detail spray barely enough midsized sedan said works great would given stars twice much detail spray,Topic 3
1449,B0002U2V1Y,Auto,started detailing autos local car lot thought would try first time results turned great easy auto dealer called let know best detail ever seen sold mother products one especially,Topic 3
1450,B0002U2V1Y,Auto,sons scion xa needed bad job expected car looks new thanks,Topic 1
1451,B0002U2V1Y,Auto,bought first car age car assigned two years but ive single day rentals course honeymoon stage honda element wanted make look beautiful possible showing family thanksgivingso went local pro detailer hand wash vacuum car would clay bar car wash full detailing cost thats pretty decent wouldnt mind paying pro job but wanted try clay barring myselfthe instructions couldnt simpler though would add least rinse car let air dry minutes starting clay bar dont particularly gentle slow dont worry getting chamois dirtyyou wash get another one cheapjust spray rub wipe cloth move next spot youve done whole car dont worry getting ever single little nook cranny imagine even pros dont bother unless theyre literally working showpiecetrust couldnt fail happy results not trywhen youre finished clay barring car take car wash nice wash wax well see gorgeous results car look new possibly couldlastly want dispell myth clay barring heardfrom pro amongst othersthat clay barring reverse oxydization paint makes finish dull amongst wierd science theories thats rediculous car wax clay barring pick tiny bits stuffairborn metal specks asphalt dust microscopic bits rock space debriswhich become embedded paint thats basically removing millions tiny little splinters stuff lodged paint since new last time clay barred,Topic 3
1452,B0002U2V1Y,Auto,new kia rio pulls dirt car thoroughly wash amazing works charm spray cinnamon smell not bad but people dont cinnamon feel sorry youk but would none lessit pulls contaminates car yes hear help remove tar bugs stubborn but come make sure plenty spray dont push hard need glide across paint,Topic 3
1453,B0002U2V1Y,Auto,never clay bar car going blow mind easy takes minutes but yields amazing results clay bar pulls dirt regular wash paint leaves totally smooth mirrorlike finish ive using mothers version years clay bar last dozen uses needs replaced unless drop ground spray essentially light soap water but provides lube need usually add three step process washing polishing but waxingyou simply not belive difference feel running fingers across paintalso works great glass,Topic 3
1454,B0002U2V1Y,Auto,wife parked tree left tiny sap particles car vw sportwagen ive tried using mineral spirits nothing tried didnt make car perfect made noticeable improvement not dropped one bars ground immediately discarded think could made even better improvement careful not press hard but pressure others noted cause faints scratches easily removed wax,Topic 3
1455,B0002U2V1Y,Auto,not yet but wish not come clay barsthey look work required,Topic 3
1456,B0002U2V1Y,Auto,clay pack worked great car half bar car took gunk paint polished,Topic 3
1457,B0002U2V1Y,Auto,friend mine drives beautiful porsche first told standing driveway looking freshly waxed car said feel car incredible right car glass smooth luster normally see first day drive car loti bought full kit not detailed four cars huge fan first easy easily clean large car brick hour apply wax power buffer really gets shine finish mothers top coat makes paint newthe bar strips old wax residue restores shine not think possible detailed seven year old range rover wife shocked looked new found could get two cars done brick kit four cars finish good quality wax recommend top coat,Topic 3
1458,B0002U2V1Y,Auto,brings back depth aging vehicle but not weak arm take hours claybar vehicle upside see difference complete process,Topic 5
1459,B0002U2V1Y,Auto,never type detailing cars introduced friendafter getting hang using clay bar vehicle truly impressive thing see strips junk cars seem accumulate time gets stuff harms paint makes look feel horriblefor money kit meguiars great deal even though clay bars plenty get job done cars sure definetly get refill bottle detail spray since needs applied liberally clay bar process gallon jub handy good since cant let stuff dry jobcant say enough system cleaning car oxidation grime builds years,Topic 3
1460,B0002U2V1Y,Auto,great clay bar kit good price comes everything youll need clay bars sufficient youve never clay bard car enough periodically years awesome super smooth finish car removes pitted particulate swirls but require good amount elbow grease great resultsthe application spray nice cinnamon scent but still dont think means good keep inhaling,Topic 3
1461,B0002U2V1Y,Auto,purchased years back periodically prior polishing waxing vehicles easy exceptional job cleaning paint lubricant even smells good want proper prep job prior laying polish waxsealant system works,Topic 3
1462,B0002U2V1Y,Auto,first time claying vehicle say says tried small part car test certainly smoothes rough presumably contaminated surface hear feel crunchy layer lifted away paint returned likenew slickness process also seemed make much nicer finish waxing count another believer power clayif reading review wondering right purchase firsttime claying must spent several hours googling browsing info know youre going would want told separate clay bar soapy water lubricant saved money nice bottle car washat first hesitant soapy water instead detailer spray came but research discovered many professional detailers soapy water youtube vids professionals using soap suds claying even test first using soapy water one area detail spray another clay process worked well soap auto shampoo rather sure water sudsy constantly applied wound using showtime spray clay half car nearly entire bottle maybe much but sprayed enough cover surface accord something figure much lubricant better little detailing spray isnt exactly expensive but using spray instead soap could easily result adding task offered better performance soapy water would one thing but doesnt seem tobefore washing car tried using spray alone detailer lightly dusty surface cleaned well wish soapy water entire clay process saved detail spray original purpose sense kit probably nice value along microfiber cloth also pretty nice quality cant comment quality clay bar since one ive soft didnt fall apart didnt see huge amount contaminants bar see customer photos hardly really but maybe contaminants transparent sort but definitely impact surface smoothnessit good learning experience good value considering everything comes however future ill separate clay bar mothers sell bar separately also reviews seem suggest quality competitive,Topic 3
1463,B0002U2V1Y,Auto,reading numerous raving reviews amazoncom several sites learning auto clay safe clear coat paints works nonabrasive process decided give try boy glad didmy car covered stubborn deposit dirt grime simply would not come car wash seemed dirt grime gotten lodged paint wouldnt budge no matter hard tried washing car every car wash would run fingers paint would still feel grittythat learned mothers california gold clay bar paint saving system kit results astounding using paint no longer felt gritty but glassysmooth paint no longer dulled contaminants car looked new coat paint immensely pleased resultsunlike lot car polish polishing compounds abrasion strip away surface contaminants auto clay simply picks surface contaminants locks clay clay looks feels exactly plasticine playdoh along included lubricant spray actually auto soap provide lots suds meguiars gold class work equally wellmind car polish still place paint restoration claying not remove scratches car polish polishing compound harsher remember always follow claying application wax shield paint new contaminants also clay car every often keep paint looking newi giving mothers california gold clay bar paint saving system kit highest recommendation go try see firsthand difference makes car paint worth every penny im sure youll glad,Topic 3
1464,B0002U2V1Y,Auto,clay bar excellent works wonders removing little bits grit grime leaving mirror smoothtothetouch finish detailer microfiber cloth bonus however quick detailer work fine using clay bar clay bar first time brand new shelby gt500 bit grime built trip factory dealer love felt done smooooooth definitely using often order another one future need,Topic 3
1465,B0002U2V1Y,Auto,kit lotit comes bigs bars clay think double size meguiars kita bottle detail spray average quality microfiber clothi autowash soapwater lube clay great job yr old van washed yrsthe paint smooth babys bum waxed itmy kids wondering van sooo slippery smooth shineyi saved detail spray keep cars looking tip top washesgreat price keep buying,Topic 3
1466,B0002U2V1Y,Auto,not kit yet im waiting summer come completely detail car without worrying wasted time rainy oregon but looks quite promising not wait,Topic 3
1467,B0002U2V1Y,Auto,bought produt reading reviews amazoncom good but not removed grains car but gave nice look,Topic 5
1468,B0002U2V1Y,Auto,not wax polish car without first appalled much grit clear coat holding ever walk tall weeds get burrs jeans thats clear coat dirt brake dust nasty grime actually sticks car soap water cant wash offafter washing drying car take small amount clay enough fit palm knead warm make flat size thickness pencil large enough fit flat palm spray small amount lubricant thats stuff meant gently without pressure slide clay along sprayed first clay grab feel getting caught clay actually sticking stuff paint move clay back forth around youll feel starting glide zero interference effort take clay car look see black stuff clear coat simply fold clay couple times flatten back size palm finger feel clayed move finger next spot youre clay see repeat entire car take maybe hour mostnow time waxpolish car random orbital polishing system clear coat smooth glass never felt smoothquite honestly took year old felt well taken care paint made glass smooth feels show car,Topic 3
1469,B0002U2V1Y,Auto,works intended tried today paint car feels perfectly smooth not add scratches either half clay bar whole care plenty fluid left least one car pricey but seem worth next step cleaner coats wax cars finish instantly clear perfect looking but dark silver color even applying wax,Topic 3
1470,B0002U2V1Y,Auto,two gram bars package but enough clays bar cut halves halves without problemwater hardness makes noticeable difference hard ground water advice spend extra bucks wash clay car self car wash water softened deionizedother wise not reap full benefit claying car grinding paint microscopic mineral depositsuse water lubricant not leave soap paint suds lubricant chemical soap quickly break clay bar find clay disintergrate car washes rely soap lubricant,Topic 3
1471,B0002U2V1Y,Auto,works great getting overspray adhesives clear coat without damaging highly recommended help get stubborn light scratches,Topic 1
1472,B0002U2V1Y,Auto,really need want car truck best ive using last years results top paints surface smooth glass turn makes polishing vehicle much easier apply removean awesome,Topic 3
1473,B0002U2V1Y,Auto,first clay bar kit say effective easy microfiber towel provide not best quality else id give stars overall excellent wouldnt hesitate purchase,Topic 3
1474,B0002U2V1Y,Auto,neighbor spray painting got paint spots car first tried removing using razor scraper water worked but pretty time consuming required lot care decided try mothers california gold clay bar kit kit contains two bars clay microfiber towel spray bottle showtime instant detaileri found clay pretty good job removing dirt sap small particles adhering paint finish doesnt much removing paint spots uninitiated using effectively requires developing certain technique particularly thick layer gunk finishfirstly surface treating cleaned surface dirt cool instant detailer spray pretty slippery little friction sliding clay bar across surface sprayed stuff want try thin layer detailer solution area slide clay surface but still get enough friction clay pickup remove particles finish never done may take trial error develop technique workssince clay soft constantly changing shape time time need reshape one thing aware not getting debris clay accidentally drop clay ground happen get small rock piece metal hard substance stuck clay could major damage finish clay store clay small zip lock bag always sure zip lock working try keep clay picking something could destructivethe bottom line works pretty well but probably need decent technique plenty muscle get job done process not simple spray wipe require time physical effort entire vehicle clay works kinds finishes but probably produces best results smoother finishes less friction prices automotive accessories fluctuate arent always greatest check locally best deal hopefully review helpful,Topic 3
1475,B0002U2V1Y,Auto,clearly see grime pulls paint helps bring back paint years abuse,Topic 3
1476,B0002UEMZ2,Auto,firm but easily broken items removed maintenance bought mount trolling motor adapter plate boat worked well nuts properly tourqued everything remain solid despite vibration temp changes purposely removed way better prepare would safety wire pain drilling things,Topic 5
1477,B0002UEMZ2,Auto,harley vibration wreaks havoc fasteners everytime repair always cllean old threadlocker apply fresh new amount rare ever tighten bolts,Topic 4
1478,B0002UEMZ2,Auto,years works exactly supposed not hard remove nuts bolts using either nice directed shop manuals sometimes put fasteners dont call feel necessary safety,Topic 3
1479,B0002UEMZ2,Auto,threadlocker pretty difficult rate many different manufacturers threadlocker company produces variety different strengths specific feels job admirably bolts harley not noticed loose bolts applying harleys vibrate lot seems work,Topic 1
